time,command,measured,model,cross1,cross2,yaw
2.56,0.3,0.2898145318031311,0.012942874077725718,9.459021401036195e-17,0.0024064199533313513,-9.195897235491242e-19
2.561,0.3,0.28982406854629517,0.012942874077725718,9.477737520448065e-17,0.0024062476586550474,-9.022004698073377e-19
2.562,0.3,0.28983351588249207,0.012942874077725718,9.498289319075312e-17,0.0024060753639787436,-8.041256628624448e-19
2.563,0.3,0.2898429036140442,0.012942874077725718,9.519426099831757e-17,0.0024059030693024397,-6.526428098650768e-19
2.564,0.3,0.28985220193862915,0.012942874077725718,9.539633791324183e-17,0.002405730774626136,-4.363407499318491e-19
2.565,0.3,0.28986144065856934,0.012942874077725718,9.557119727729064e-17,0.0024055587127804756,-2.0128557501532716e-19
2.566,0.3,0.28987058997154236,0.012942874077725718,9.571296941683733e-17,0.0024053864181041718,6.394123115989181e-20
2.567,0.3,0.2898796796798706,0.012942874077725718,9.58451859659478e-17,0.0024052143562585115,4.241798964816804e-19
2.568,0.3,0.2898886799812317,0.012942874077725718,9.593573246452031e-17,0.0024050422944128513,7.685143509149756e-19
2.569,0.3,0.289897620677948,0.012942874077725718,9.598844041315219e-17,0.002404870232567191,1.1098440038595559e-18
2.57,0.3,0.28990647196769714,0.012942874077725718,9.599840628517222e-17,0.002404698170721531,1.3991684045825113e-18
2.571,0.3,0.2899152636528015,0.012942874077725718,9.598916171464633e-17,0.0024045261088758707,1.6696557010780145e-18
2.572,0.3,0.2899239659309387,0.012942874077725718,9.595159447994662e-17,0.002404354279860854,1.8579380968037805e-18
2.573,0.3,0.28993260860443115,0.012942874077725718,9.590917004069e-17,0.002404182218015194,2.0130310368918062e-18
2.574,0.3,0.2899411916732788,0.012942874077725718,9.585685252130725e-17,0.0024040103890001774,2.1017823031747398e-18
2.575,0.3,0.2899496853351593,0.012942874077725718,9.580389972721406e-17,0.002403838559985161,2.124203582880703e-18
2.576,0.3,0.289958119392395,0.012942874077725718,9.577081912015683e-17,0.0024036667309701443,2.119352179986442e-18
2.577,0.3,0.2899664640426636,0.012942874077725718,9.573407906606968e-17,0.0024034949019551277,2.054074103228414e-18
2.578,0.3,0.28997474908828735,0.012942874077725718,9.569404352442211e-17,0.002403323072940111,1.961536237116927e-18
2.579,0.3,0.28998294472694397,0.012942874077725718,9.563224320649705e-17,0.0024031512439250946,1.8258992912398212e-18
2.58,0.3,0.2899910807609558,0.012942874077725718,9.554820165626166e-17,0.0024029796477407217,1.693226852049644e-18
2.581,0.3,0.2899991571903229,0.012942874077725718,9.541938647383e-17,0.002402807818725705,1.5174603001201114e-18
2.582,0.3,0.2900071442127228,0.012942874077725718,9.524449402255669e-17,0.0024026362225413322,1.3417214851125932e-18
2.583,0.3,0.2900150418281555,0.012942874077725718,9.502362356411523e-17,0.0024024646263569593,1.1660104033711754e-18
2.584,0.3,0.29002290964126587,0.012942874077725718,9.474552544217491e-17,0.002402292797341943,9.512876967487056e-19
2.585,0.3,0.29003068804740906,0.012942874077725718,9.445349098127429e-17,0.00240212120115757,7.668152407385445e-19
2.586,0.3,0.2900383770465851,0.012942874077725718,9.415131859478621e-17,0.0024019498378038406,6.096475032885928e-19
2.587,0.3,0.2900460362434387,0.012942874077725718,9.385291815189138e-17,0.0024017782416194677,4.797808690989657e-19
2.588,0.3,0.2900535762310028,0.012942874077725718,9.35771361356662e-17,0.002401606645435095,3.9452470731462737e-19
2.589,0.3,0.2900610864162445,0.012942874077725718,9.333782285828726e-17,0.002401435049250722,3.6971510001824787e-19
2.59,0.3,0.29006850719451904,0.012942874077725718,9.312662048684532e-17,0.0024012636858969927,3.4491056155220354e-19
2.591,0.3,0.2900758683681488,0.012942874077725718,9.295225743116405e-17,0.0024010920897126198,3.503272615488004e-19
2.592,0.3,0.2900831401348114,0.012942874077725718,9.281511750304765e-17,0.0024009207263588905,3.715870419233438e-19
2.593,0.3,0.2900903522968292,0.012942874077725718,9.271054863873115e-17,0.0024007493630051613,3.9284436286332696e-19
2.594,0.3,0.29009750485420227,0.012942874077725718,9.263386568722504e-17,0.0024005777668207884,3.9825632549864833e-19
2.595,0.3,0.29010456800460815,0.012942874077725718,9.259338015932424e-17,0.002400406403467059,4.1657336147152236e-19
2.596,0.3,0.29011160135269165,0.012942874077725718,9.260326000456057e-17,0.00240023504011333,4.651056829771574e-19
2.597,0.3,0.2901185154914856,0.012942874077725718,9.266719775718847e-17,0.0024000636767596006,5.409111750222068e-19
2.598,0.3,0.29012539982795715,0.012942874077725718,9.27956357452608e-17,0.0023998923134058714,6.325489337067301e-19
2.599,0.3,0.29013219475746155,0.012942874077725718,9.297927645869248e-17,0.002399720950052142,7.083305189826969e-19
2.6,0.3,0.29013893008232117,0.012942874077725718,9.322257343790148e-17,0.002399549586698413,7.841014718734848e-19
2.601,0.3,0.290145605802536,0.012942874077725718,9.353258749659655e-17,0.0023993784561753273,8.845131484356396e-19
2.602,0.3,0.2901521921157837,0.012942874077725718,9.388564141692398e-17,0.002399207092821598,1.0239345698153394e-18
2.603,0.3,0.2901587188243866,0.012942874077725718,9.42430827032204e-17,0.002399035729467869,1.1489579194050398e-18
2.604,0.3,0.2901651859283447,0.012942874077725718,9.460532163706962e-17,0.002398864598944783,1.2768958050444453e-18
2.605,0.3,0.2901715636253357,0.012942874077725718,9.496394744600321e-17,0.002398693235591054,1.4106820495487624e-18
2.606,0.3,0.2901778817176819,0.012942874077725718,9.528628318710287e-17,0.0023985221050679684,1.501318440887213e-18
2.607,0.3,0.2901841402053833,0.012942874077725718,9.558235428939275e-17,0.002398350741714239,1.6309600729695402e-18
2.608,0.3,0.29019033908843994,0.012942874077725718,9.581782283128455e-17,0.0023981796111911535,1.7605781027692027e-18
2.609,0.3,0.2901964783668518,0.012942874077725718,9.600072239088737e-17,0.0023980082478374243,1.9174577912034545e-18
2.61,0.3,0.2902025282382965,0.012942874077725718,9.614546576319435e-17,0.0023978371173143387,2.103062207654125e-18
2.611,0.3,0.29020851850509644,0.012942874077725718,9.626137031062528e-17,0.002397665986791253,2.3173871749861486e-18
2.612,0.3,0.2902144491672516,0.012942874077725718,9.635815705973889e-17,0.0023974948562681675,2.5618949087661836e-18
2.613,0.3,0.2902202904224396,0.012942874077725718,9.643967074602231e-17,0.0023973234929144382,2.8336482010669854e-18
2.614,0.3,0.2902261018753052,0.012942874077725718,9.651189353966554e-17,0.0023971523623913527,3.1053558822570106e-18
2.615,0.3,0.2902318239212036,0.012942874077725718,9.657483205811348e-17,0.002396981231868267,3.3770179604292628e-18
2.616,0.3,0.2902374863624573,0.012942874077725718,9.661597933050431e-17,0.0023968101013451815,3.6055030906815046e-18
2.617,0.3,0.2902430593967438,0.012942874077725718,9.662696428903902e-17,0.002396638970822096,3.8095917388677635e-18
2.618,0.3,0.2902486026287079,0.012942874077725718,9.657467985688077e-17,0.0023964678402990103,3.954669687801259e-18
2.619,0.3,0.29025405645370483,0.012942874077725718,9.644367430018707e-17,0.0023962967097759247,4.0348845389519214e-18
2.62,0.3,0.2902594804763794,0.012942874077725718,9.624702369008116e-17,0.002396125579252839,4.079002851927848e-18
2.621,0.3,0.2902648150920868,0.012942874077725718,9.601377860967591e-17,0.00239595421589911,4.138955362784351e-18
2.622,0.3,0.2902700901031494,0.012942874077725718,9.57343768510902e-17,0.0023957830853760242,4.1815887391476196e-18
2.623,0.3,0.29027530550956726,0.012942874077725718,9.540809711282988e-17,0.0023956119548529387,4.1881337977146696e-18
2.624,0.3,0.29028043150901794,0.012942874077725718,9.505385866986527e-17,0.002395440824329853,4.17590494381868e-18
2.625,0.3,0.29028552770614624,0.012942874077725718,9.46767900419942e-17,0.0023952696938067675,4.1305274340118555e-18
2.626,0.3,0.2902905344963074,0.012942874077725718,9.428111977650803e-17,0.0023950987961143255,4.050542808522213e-18
2.6270000000000002,0.3,0.29029548168182373,0.012942874077725718,9.387566231001414e-17,0.0023949274327605963,3.934493297015258e-18
2.628,0.3,0.2903003990650177,0.012942874077725718,9.347427457213401e-17,0.0023947565350681543,3.782385803795148e-18
